Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,UTM_easting,UTM_northing,Zone,Letter
1664213923.469077,0,63524,0,GPS1_Frame1,42.33864666666667,-71.08859666666666,1.0,4689489.493969484,327943.9385779679,19,T
1664213924.4695957,0,63525,0,GPS1_Frame1,42.33864666666667,-71.08859666666666,1.0,4689489.493969484,327943.9385779679,19,T
1664213925.468971,0,63526,0,GPS1_Frame1,42.33864666666667,-71.08859666666666,1.0,4689489.493969484,327943.9385779679,19,T
1664213926.4680457,0,63527,0,GPS1_Frame1,42.33864666666667,-71.08859666666666,1.0,4689489.493969484,327943.9385779679,19,T
1664213927.469536,0,63528,0,GPS1_Frame1,42.33864666666667,-71.08859666666666,1.0,4689489.493969484,327943.9385779679,19,T
1664213928.4699464,0,63529,0,GPS1_Frame1,42.33864666666667,-71.08859666666666,1.0,4689489.493969484,327943.9385779679,19,T
1664213929.4695106,0,63530,0,GPS1_Frame1,42.33864666666667,-71.08859666666666,1.0,4689489.493969484,327943.9385779679,19,T
1664213930.4693077,0,63531,0,GPS1_Frame1,42.33864666666667,-71.08859666666666,1.0,4689489.493969484,327943.9385779679,19,T
1664213931.4696038,0,63532,0,GPS1_Frame1,42.33864666666667,-71.08859666666666,1.0,4689489.493969484,327943.9385779679,19,T
1664213932.4694476,0,63533,0,GPS1_Frame1,42.33864666666667,-71.08859666666666,1.0,4689489.493969484,327943.9385779679,19,T
1664213933.4682329,0,63534,0,GPS1_Frame1,42.33864666666667,-71.08859666666666,1.0,4689489.493969484,327943.9385779679,19,T
1664213934.4852524,0,63535,0,GPS1_Frame1,42.33864666666667,-71.08859666666666,1.0,4689489.493969484,327943.9385779679,19,T
1664213935.4683042,0,63536,0,GPS1_Frame1,42.33864666666667,-71.08859666666666,1.0,4689489.493969484,327943.9385779679,19,T
1664213936.4690807,0,63537,0,GPS1_Frame1,42.33864666666667,-71.08859666666666,1.0,4689489.493969484,327943.9385779679,19,T
1664213937.4875505,0,63538,0,GPS1_Frame1,42.33864666666667,-71.08859666666666,1.0,4689489.493969484,327943.9385779679,19,T
1664213938.4691281,0,63539,0,GPS1_Frame1,42.33864666666667,-71.08859666666666,1.0,4689489.493969484,327943.9385779679,19,T
1664213939.4680352,0,63540,0,GPS1_Frame1,42.33864666666667,-71.08859666666666,1.0,4689489.493969484,327943.9385779679,19,T
1664213940.487668,0,63541,0,GPS1_Frame1,42.33864666666667,-71.08859666666666,1.0,4689489.493969484,327943.9385779679,19,T
1664213941.486309,0,63542,0,GPS1_Frame1,42.33864666666667,-71.08859666666666,1.0,4689489.493969484,327943.9385779679,19,T
1664213942.4687562,0,63543,0,GPS1_Frame1,42.33864666666667,-71.08859666666666,1.0,4689489.493969484,327943.9385779679,19,T
1664213943.469008,0,63544,0,GPS1_Frame1,42.33864666666667,-71.088595,1.0,4689489.49059698,327944.07588168967,19,T
1664213944.4867742,0,63545,0,GPS1_Frame1,42.33864666666667,-71.088595,1.0,4689489.49059698,327944.07588168967,19,T
1664213945.4683814,0,63546,0,GPS1_Frame1,42.33864666666667,-71.088595,1.0,4689489.49059698,327944.07588168967,19,T
1664213946.4883797,0,63547,0,GPS1_Frame1,42.33864666666667,-71.088595,1.0,4689489.49059698,327944.07588168967,19,T
1664213947.4872425,0,63548,0,GPS1_Frame1,42.33864666666667,-71.088595,1.0,4689489.49059698,327944.07588168967,19,T
1664213948.4883645,0,63549,0,GPS1_Frame1,42.33864666666667,-71.088595,1.0,4689489.49059698,327944.07588168967,19,T
1664213949.4690976,0,63550,0,GPS1_Frame1,42.33864666666667,-71.088595,1.0,4689489.49059698,327944.07588168967,19,T
1664213950.468997,0,63551,0,GPS1_Frame1,42.33864666666667,-71.08859333333334,1.0,4689489.487224478,327944.21318540734,19,T
1664213951.469933,0,63552,0,GPS1_Frame1,42.33864666666667,-71.08859333333334,1.0,4689489.487224478,327944.21318540734,19,T
1664213952.4894373,0,63553,0,GPS1_Frame1,42.33864666666667,-71.08859333333334,1.0,4689489.487224478,327944.21318540734,19,T
1664213953.4691439,0,63554,0,GPS1_Frame1,42.33864666666667,-71.08859333333334,1.0,4689489.487224478,327944.21318540734,19,T
1664213954.468127,0,63555,0,GPS1_Frame1,42.33864666666667,-71.08859333333334,1.0,4689489.487224478,327944.21318540734,19,T
1664213955.4683611,0,63556,0,GPS1_Frame1,42.33864666666667,-71.08859333333334,1.0,4689489.487224478,327944.21318540734,19,T
1664213956.488532,0,63557,0,GPS1_Frame1,42.33864666666667,-71.08859333333334,1.0,4689489.487224478,327944.21318540734,19,T
1664213957.4883056,0,63558,0,GPS1_Frame1,42.33864666666667,-71.08859333333334,1.0,4689489.487224478,327944.21318540734,19,T
1664213958.4696403,0,63559,0,GPS1_Frame1,42.33864666666667,-71.08859333333334,1.0,4689489.487224478,327944.21318540734,19,T
1664213959.4693458,0,63560,0,GPS1_Frame1,42.33864666666667,-71.08859333333334,1.0,4689489.487224478,327944.21318540734,19,T
1664213960.4879887,0,63561,0,GPS1_Frame1,42.33864666666667,-71.08859333333334,1.0,4689489.487224478,327944.21318540734,19,T
1664213961.488934,0,63562,0,GPS1_Frame1,42.33864666666667,-71.08859333333334,1.0,4689489.487224478,327944.21318540734,19,T
1664213962.4688122,0,63563,0,GPS1_Frame1,42.33864666666667,-71.08859333333334,1.0,4689489.487224478,327944.21318540734,19,T
1664213963.4690125,0,63564,0,GPS1_Frame1,42.33864666666667,-71.08859333333334,1.0,4689489.487224478,327944.21318540734,19,T
1664213964.4881365,0,63565,0,GPS1_Frame1,42.33864666666667,-71.08859333333334,1.0,4689489.487224478,327944.21318540734,19,T
1664213965.4889743,0,63566,0,GPS1_Frame1,42.33864666666667,-71.08859333333334,1.0,4689489.487224478,327944.21318540734,19,T
1664213966.4877245,0,63567,0,GPS1_Frame1,42.33864666666667,-71.08859333333334,1.0,4689489.487224478,327944.21318540734,19,T
1664213967.4698253,0,63568,0,GPS1_Frame1,42.33864666666667,-71.08859333333334,1.0,4689489.487224478,327944.21318540734,19,T
1664213968.4691427,0,63569,0,GPS1_Frame1,42.33864666666667,-71.08859333333334,1.0,4689489.487224478,327944.21318540734,19,T
1664213969.467395,0,63570,0,GPS1_Frame1,42.33864666666667,-71.08859333333334,1.0,4689489.487224478,327944.21318540734,19,T
1664213970.485984,0,63571,0,GPS1_Frame1,42.33864666666667,-71.08859333333334,1.0,4689489.487224478,327944.21318540734,19,T
1664213971.46654,0,63572,0,GPS1_Frame1,42.33864666666667,-71.088595,1.0,4689489.49059698,327944.07588168967,19,T
1664213972.4681191,0,63573,0,GPS1_Frame1,42.33864666666667,-71.088595,1.0,4689489.49059698,327944.07588168967,19,T
1664213973.4674299,0,63574,0,GPS1_Frame1,42.338645,-71.088595,1.0,4689489.305526311,327944.0713359179,19,T
1664213974.4687245,0,63575,0,GPS1_Frame1,42.338645,-71.088595,1.0,4689489.305526311,327944.0713359179,19,T
1664213975.4669113,0,63576,0,GPS1_Frame1,42.338645,-71.088595,1.0,4689489.305526311,327944.0713359179,19,T
1664213976.4684398,0,63577,0,GPS1_Frame1,42.338645,-71.08859666666666,1.0,4689489.308898815,327943.93403219245,19,T
1664213977.4684832,0,63578,0,GPS1_Frame1,42.338645,-71.08859666666666,1.0,4689489.308898815,327943.93403219245,19,T
1664213978.4690487,0,63579,0,GPS1_Frame1,42.338645,-71.08859666666666,1.0,4689489.308898815,327943.93403219245,19,T
1664213979.4702935,0,63580,0,GPS1_Frame1,42.338645,-71.08859666666666,1.0,4689489.308898815,327943.93403219245,19,T
1664213980.4708643,0,63581,0,GPS1_Frame1,42.338645,-71.08859666666666,1.0,4689489.308898815,327943.93403219245,19,T
1664213981.468777,0,63582,0,GPS1_Frame1,42.338645,-71.08859666666666,1.0,4689489.308898815,327943.93403219245,19,T
1664213982.4709568,0,63583,0,GPS1_Frame1,42.338645,-71.08859666666666,1.0,4689489.308898815,327943.93403219245,19,T
1664213983.4705055,0,63584,0,GPS1_Frame1,42.338645,-71.08859666666666,1.0,4689489.308898815,327943.93403219245,19,T
1664213984.4693878,0,63585,0,GPS1_Frame1,42.338645,-71.08859666666666,1.0,4689489.308898815,327943.93403219245,19,T
1664213985.4693596,0,63586,0,GPS1_Frame1,42.338645,-71.08859666666666,1.0,4689489.308898815,327943.93403219245,19,T
1664213986.4705884,0,63587,0,GPS1_Frame1,42.33864333333333,-71.08859666666666,1.0,4689489.123828148,327943.92948641715,19,T
1664213987.4867144,0,63588,0,GPS1_Frame1,42.33864333333333,-71.08859666666666,1.0,4689489.123828148,327943.92948641715,19,T
1664213988.4690952,0,63589,0,GPS1_Frame1,42.33864333333333,-71.08859666666666,1.0,4689489.123828148,327943.92948641715,19,T
1664213989.4684002,0,63590,0,GPS1_Frame1,42.33864333333333,-71.08859666666666,1.0,4689489.123828148,327943.92948641715,19,T
1664213990.4868977,0,63591,0,GPS1_Frame1,42.33864333333333,-71.08859666666666,1.0,4689489.123828148,327943.92948641715,19,T
1664213991.4878232,0,63592,0,GPS1_Frame1,42.33864333333333,-71.08859666666666,1.0,4689489.123828148,327943.92948641715,19,T
